Book,Chapter,Verse,Hebrew Text - Vocalized,Hebrew Text
Judges,18,18,וְאֵ֗לֶּה בָּ֚אוּ בֵּ֣ית מִיכָ֔ה וַיִּקְחוּ֙ אֶת־פֶּ֣סֶל הָאֵפ֔וֹד וְאֶת־הַתְּרָפִ֖ים וְאֶת־הַמַּסֵּכָ֑ה וַיֹּ֤אמֶר אֲלֵיהֶם֙ הַכֹּהֵ֔ן מָ֥ה אַתֶּ֖ם עֹשִֽׂים,ואלה באו בית מיכה ויקחו את־פסל האפוד ואת־התרפים ואת־המסכה ויאמר אליהם הכהן מה אתם עשים
Judges,18,19,וַיֹּ֩אמְרוּ֩ ל֨וֹ הַחֲרֵ֜שׁ שִֽׂים־יָדְךָ֤ עַל־פִּ֙יךָ֙ וְלֵ֣ךְ עִמָּ֔נוּ וֶֽהְיֵה־לָ֖נוּ לְאָ֣ב וּלְכֹהֵ֑ן הֲט֣וֹב ׀ הֱיוֹתְךָ֣ כֹהֵ֗ן לְבֵית֙ אִ֣ישׁ אֶחָ֔ד א֚וֹ הֱיוֹתְךָ֣ כֹהֵ֔ן לְשֵׁ֥בֶט וּלְמִשְׁפָּחָ֖ה בְּיִשְׂרָאֵֽל,ויאמרו לו החרש שים־ידך על־פיך ולך עמנו והיה־לנו לאב ולכהן הטוב היותך כהן לבית איש אחד או היותך כהן לשבט ולמשפחה בישראל
Judges,18,20,וַיִּיטַב֙ לֵ֣ב הַכֹּהֵ֔ן וַיִּקַּח֙ אֶת־הָ֣אֵפ֔וֹד וְאֶת־הַתְּרָפִ֖ים וְאֶת־הַפָּ֑סֶל וַיָּבֹ֖א בְּקֶ֥רֶב הָעָֽם,וייטב לב הכהן ויקח את־האפוד ואת־התרפים ואת־הפסל ויבא בקרב העם
Judges,18,21,וַיִּפְנ֖וּ וַיֵּלֵ֑כוּ וַיָּשִׂ֨ימוּ אֶת־הַטַּ֧ף וְאֶת־הַמִּקְנֶ֛ה וְאֶת־הַכְּבוּדָּ֖ה לִפְנֵיהֶֽם,ויפנו וילכו וישימו את־הטף ואת־המקנה ואת־הכבודה לפניהם
Judges,18,22,הֵ֥מָּה הִרְחִ֖יקוּ מִבֵּ֣ית מִיכָ֑ה וְהָאֲנָשִׁ֗ים אֲשֶׁ֤ר בַּבָּתִּים֙ אֲשֶׁר֙ עִם־בֵּ֣ית מִיכָ֔ה נִֽזְעֲק֔וּ וַיַּדְבִּ֖יקוּ אֶת־בְּנֵי־דָֽן,המה הרחיקו מבית מיכה והאנשים אשר בבתים אשר עם־בית מיכה נזעקו וידביקו את־בני־דן
Judges,18,23,וַֽיִּקְרְאוּ֙ אֶל־בְּנֵי־דָ֔ן וַיַּסֵּ֖בּוּ פְּנֵיהֶ֑ם וַיֹּאמְר֣וּ לְמִיכָ֔ה מַה־לְּךָ֖ כִּ֥י נִזְעָֽקְתָּ,ויקראו אל־בני־דן ויסבו פניהם ויאמרו למיכה מה־לך כי נזעקת
Judges,18,24,וַיֹּ֡אמֶר אֶת־אֱלֹהַי֩ אֲשֶׁר־עָשִׂ֨יתִי לְקַחְתֶּ֧ם וְֽאֶת־הַכֹּהֵ֛ן וַתֵּלְכ֖וּ וּמַה־לִּ֣י ע֑וֹד וּמַה־זֶּ֛ה תֹּאמְר֥וּ אֵלַ֖י מַה־לָּֽךְ,ויאמר את־אלהי אשר־עשיתי לקחתם ואת־הכהן ותלכו ומה־לי עוד ומה־זה תאמרו אלי מה־לך
Judges,18,25,וַיֹּאמְר֤וּ אֵלָיו֙ בְּנֵי־דָ֔ן אַל־תַּשְׁמַ֥ע קוֹלְךָ֖ עִמָּ֑נוּ פֶּֽן־יִפְגְּע֣וּ בָכֶ֗ם אֲנָשִׁים֙ מָ֣רֵי נֶ֔פֶשׁ וְאָסַפְתָּ֥ה נַפְשְׁךָ֖ וְנֶ֥פֶשׁ בֵּיתֶֽךָ,ויאמרו אליו בני־דן אל־תשמע קולך עמנו פן־יפגעו בכם אנשים מרי נפש ואספתה נפשך ונפש ביתך
Judges,18,26,וַיֵּלְכ֥וּ בְנֵי־דָ֖ן לְדַרְכָּ֑ם וַיַּ֣רְא מִיכָ֗ה כִּי־חֲזָקִ֥ים הֵ֙מָּה֙ מִמֶּ֔נּוּ וַיִּ֖פֶן וַיָּ֥שָׁב אֶל־בֵּיתֽוֹ,וילכו בני־דן לדרכם וירא מיכה כי־חזקים המה ממנו ויפן וישב אל־ביתו
Judges,18,27,וְהֵ֨מָּה לָקְח֜וּ אֵ֧ת אֲשֶׁר־עָשָׂ֣ה מִיכָ֗ה וְֽאֶת־הַכֹּהֵן֮ אֲשֶׁ֣ר הָיָה־לוֹ֒ וַיָּבֹ֣אוּ עַל־לַ֗יִשׁ עַל־עַם֙ שֹׁקֵ֣ט וּבֹטֵ֔חַ וַיַּכּ֥וּ אוֹתָ֖ם לְפִי־חָ֑רֶב וְאֶת־הָעִ֖יר שָׂרְפ֥וּ בָאֵֽשׁ,והמה לקחו את אשר־עשה מיכה ואת־הכהן אשר היה־לו ויבאו על־ליש על־עם שקט ובטח ויכו אותם לפי־חרב ואת־העיר שרפו באש
Judges,18,28,וְאֵ֨ין מַצִ֜יל כִּ֧י רְֽחוֹקָה־הִ֣יא מִצִּיד֗וֹן וְדָבָ֤ר אֵין־לָהֶם֙ עִם־אָדָ֔ם וְהִ֕יא בָּעֵ֖מֶק אֲשֶׁ֣ר לְבֵית־רְח֑וֹב וַיִּבְנ֥וּ אֶת־הָעִ֖יר וַיֵּ֥שְׁבוּ בָֽהּ,ואין מציל כי רחוקה־היא מצידון ודבר אין־להם עם־אדם והיא בעמק אשר לבית־רחוב ויבנו את־העיר וישבו בה
Judges,18,29,וַיִּקְרְא֤וּ שֵׁם־הָעִיר֙ דָּ֔ן בְּשֵׁם֙ דָּ֣ן אֲבִיהֶ֔ם אֲשֶׁ֥ר יוּלַּ֖ד לְיִשְׂרָאֵ֑ל וְאוּלָ֛ם לַ֥יִשׁ שֵׁם־הָעִ֖יר לָרִאשֹׁנָֽה,ויקראו שם־העיר דן בשם דן אביהם אשר יולד לישראל ואולם ליש שם־העיר לראשנה
Judges,18,30,וַיָּקִ֧ימוּ לָהֶ֛ם בְּנֵי־דָ֖ן אֶת־הַפָּ֑סֶל וִ֠יהוֹנָתָן בֶּן־גֵּרְשֹׁ֨ם בֶּן־מְנַשֶּׁ֜ה ה֣וּא וּבָנָ֗יו הָי֤וּ כֹהֲנִים֙ לְשֵׁ֣בֶט הַדָּנִ֔י עַד־י֖וֹם גְּל֥וֹת הָאָֽרֶץ,ויקימו להם בני־דן את־הפסל ויהונתן בן־גרשם בן־מנשה הוא ובניו היו כהנים לשבט הדני עד־יום גלות הארץ
Judges,18,31,וַיָּשִׂ֣ימוּ לָהֶ֔ם אֶת־פֶּ֥סֶל מִיכָ֖ה אֲשֶׁ֣ר עָשָׂ֑ה כָּל־יְמֵ֛י הֱי֥וֹת בֵּית־הָאֱלֹהִ֖ים בְּשִׁלֹֽה,וישימו להם את־פסל מיכה אשר עשה כל־ימי היות בית־האלהים בשלה
Judges,19,1,וַיְהִי֙ בַּיָּמִ֣ים הָהֵ֔ם וּמֶ֖לֶךְ אֵ֣ין בְּיִשְׂרָאֵ֑ל וַיְהִ֣י ׀ אִ֣ישׁ לֵוִ֗י גָּ֚ר בְּיַרְכְּתֵ֣י הַר־אֶפְרַ֔יִם וַיִּֽקַּֽח־לוֹ֙ אִשָּׁ֣ה פִילֶ֔גֶשׁ מִבֵּ֥ית לֶ֖חֶם יְהוּדָֽה,ויהי בימים ההם ומלך אין בישראל ויהי איש לוי גר בירכתי הר־אפרים ויקח־לו אשה פילגש מבית לחם יהודה
Judges,19,2,וַתִּזְנֶ֤ה עָלָיו֙ פִּֽילַגְשׁ֔וֹ וַתֵּ֤לֶךְ מֵֽאִתּוֹ֙ אֶל־בֵּ֣ית אָבִ֔יהָ אֶל־בֵּ֥ית לֶ֖חֶם יְהוּדָ֑ה וַתְּהִי־שָׁ֕ם יָמִ֖ים אַרְבָּעָ֥ה חֳדָשִֽׁים,ותזנה עליו פילגשו ותלך מאתו אל־בית אביה אל־בית לחם יהודה ותהי־שם ימים ארבעה חדשים
Judges,19,3,וַיָּ֨קָם אִישָׁ֜הּ וַיֵּ֣לֶךְ אַחֲרֶ֗יהָ לְדַבֵּ֤ר עַל־לִבָּהּ֙ (להשיבו) לַהֲשִׁיבָ֔הּ וְנַעֲר֥וֹ עִמּ֖וֹ וְצֶ֣מֶד חֲמֹרִ֑ים וַתְּבִיאֵ֙הוּ֙ בֵּ֣ית אָבִ֔יהָ וַיִּרְאֵ֙הוּ֙ אֲבִ֣י הַֽנַּעֲרָ֔ה וַיִּשְׂמַ֖ח לִקְרָאתֽוֹ,ויקם אישה וילך אחריה לדבר על־לבה (להשיבו) להשיבה ונערו עמו וצמד חמרים ותביאהו בית אביה ויראהו אבי הנערה וישמח לקראתו
Judges,19,4,וַיֶּחֱזַק־בּ֤וֹ חֹֽתְנוֹ֙ אֲבִ֣י הַֽנַּעֲרָ֔ה וַיֵּ֥שֶׁב אִתּ֖וֹ שְׁלֹ֣שֶׁת יָמִ֑ים וַיֹּאכְלוּ֙ וַיִּשְׁתּ֔וּ וַיָּלִ֖ינוּ שָֽׁם,ויחזק־בו חתנו אבי הנערה וישב אתו שלשת ימים ויאכלו וישתו וילינו שם
Judges,19,5,וַֽיְהִי֙ בַּיּ֣וֹם הָרְבִיעִ֔י וַיַּשְׁכִּ֥ימוּ בַבֹּ֖קֶר וַיָּ֣קָם לָלֶ֑כֶת וַיֹּאמֶר֩ אֲבִ֨י הַֽנַּעֲרָ֜ה אֶל־חֲתָנ֗וֹ סְעָ֧ד לִבְּךָ֛ פַּת־לֶ֖חֶם וְאַחַ֥ר תֵּלֵֽכוּ,ויהי ביום הרביעי וישכימו בבקר ויקם ללכת ויאמר אבי הנערה אל־חתנו סעד לבך פת־לחם ואחר תלכו
Judges,19,6,וַיֵּשְׁב֗וּ וַיֹּאכְל֧וּ שְׁנֵיהֶ֛ם יַחְדָּ֖ו וַיִּשְׁתּ֑וּ וַיֹּ֜אמֶר אֲבִ֤י הַֽנַּעֲרָה֙ אֶל־הָאִ֔ישׁ הֽוֹאֶל־נָ֥א וְלִ֖ין וְיִטַ֥ב לִבֶּֽךָ,וישבו ויאכלו שניהם יחדו וישתו ויאמר אבי הנערה אל־האיש הואל־נא ולין ויטב לבך
Judges,19,7,וַיָּ֥קָם הָאִ֖ישׁ לָלֶ֑כֶת וַיִּפְצַר־בּוֹ֙ חֹתְנ֔וֹ וַיָּ֖שָׁב וַיָּ֥לֶן שָֽׁם,ויקם האיש ללכת ויפצר־בו חתנו וישב וילן שם
Judges,19,8,וַיַּשְׁכֵּ֨ם בַּבֹּ֜קֶר בַּיּ֣וֹם הַחֲמִישִׁי֮ לָלֶכֶת֒ וַיֹּ֣אמֶר ׀ אֲבִ֣י הַֽנַּעֲרָ֗ה סְעָד־נָא֙ לְבָ֣בְךָ֔ וְהִֽתְמַהְמְה֖וּ עַד־נְט֣וֹת הַיּ֑וֹם וַיֹּאכְל֖וּ שְׁנֵיהֶֽם,וישכם בבקר ביום החמישי ללכת ויאמר אבי הנערה סעד־נא לבבך והתמהמהו עד־נטות היום ויאכלו שניהם
Judges,19,9,וַיָּ֤קָם הָאִישׁ֙ לָלֶ֔כֶת ה֥וּא וּפִילַגְשׁ֖וֹ וְנַעֲר֑וֹ וַיֹּ֣אמֶר ל֣וֹ חֹתְנ֣וֹ אֲבִ֣י הַֽנַּעֲרָ֡ה הִנֵּ֣ה נָא֩ רָפָ֨ה הַיּ֜וֹם לַעֲרֹ֗ב לִֽינוּ־נָ֞א הִנֵּ֨ה חֲנ֤וֹת הַיּוֹם֙ לִ֥ין פֹּה֙ וְיִיטַ֣ב לְבָבֶ֔ךָ וְהִשְׁכַּמְתֶּ֤ם מָחָר֙ לְדַרְכְּכֶ֔ם וְהָלַכְתָּ֖ לְאֹהָלֶֽךָ,ויקם האיש ללכת הוא ופילגשו ונערו ויאמר לו חתנו אבי הנערה הנה נא רפה היום לערב לינו־נא הנה חנות היום לין פה וייטב לבבך והשכמתם מחר לדרככם והלכת לאהלך
Judges,19,10,וְלֹֽא־אָבָ֤ה הָאִישׁ֙ לָל֔וּן וַיָּ֣קָם וַיֵּ֗לֶךְ וַיָּבֹא֙ עַד־נֹ֣כַח יְב֔וּס הִ֖יא יְרוּשָׁלָ֑͏ִם וְעִמּ֗וֹ צֶ֤מֶד חֲמוֹרִים֙ חֲבוּשִׁ֔ים וּפִילַגְשׁ֖וֹ עִמּֽוֹ,ולא־אבה האיש ללון ויקם וילך ויבא עד־נכח יבוס היא ירושל͏ם ועמו צמד חמורים חבושים ופילגשו עמו
Judges,19,11,הֵ֣ם עִם־יְב֔וּס וְהַיּ֖וֹם רַ֣ד מְאֹ֑ד וַיֹּ֨אמֶר הַנַּ֜עַר אֶל־אֲדֹנָ֗יו לְכָה־נָּ֛א וְנָס֛וּרָה אֶל־עִֽיר־הַיְבוּסִ֥י הַזֹּ֖את וְנָלִ֥ין בָּֽהּ,הם עם־יבוס והיום רד מאד ויאמר הנער אל־אדניו לכה־נא ונסורה אל־עיר־היבוסי הזאת ונלין בה
Judges,19,12,וַיֹּ֤אמֶר אֵלָיו֙ אֲדֹנָ֔יו לֹ֤א נָסוּר֙ אֶל־עִ֣יר נָכְרִ֔י אֲשֶׁ֛ר לֹֽא־מִבְּנֵ֥י יִשְׂרָאֵ֖ל הֵ֑נָּה וְעָבַ֖רְנוּ עַד־גִּבְעָֽה,ויאמר אליו אדניו לא נסור אל־עיר נכרי אשר לא־מבני ישראל הנה ועברנו עד־גבעה
Judges,19,13,וַיֹּ֣אמֶר לְנַעֲר֔וֹ לְךָ֥ וְנִקְרְבָ֖ה בְּאַחַ֣ד הַמְּקֹמ֑וֹת וְלַ֥נּוּ בַגִּבְעָ֖ה א֥וֹ בָרָמָֽה,ויאמר לנערו לך ונקרבה באחד המקמות ולנו בגבעה או ברמה
Judges,19,14,וַיַּעַבְר֖וּ וַיֵּלֵ֑כוּ וַתָּבֹ֤א לָהֶם֙ הַשֶּׁ֔מֶשׁ אֵ֥צֶל הַגִּבְעָ֖ה אֲשֶׁ֥ר לְבִנְיָמִֽן,ויעברו וילכו ותבא להם השמש אצל הגבעה אשר לבנימן
Judges,19,15,וַיָּסֻ֣רוּ שָׁ֔ם לָב֖וֹא לָל֣וּן בַּגִּבְעָ֑ה וַיָּבֹ֗א וַיֵּ֙שֶׁב֙ בִּרְח֣וֹב הָעִ֔יר וְאֵ֥ין אִ֛ישׁ מְאַסֵּֽף־אוֹתָ֥ם הַבַּ֖יְתָה לָלֽוּן,ויסרו שם לבוא ללון בגבעה ויבא וישב ברחוב העיר ואין איש מאסף־אותם הביתה ללון
Judges,19,16,וְהִנֵּ֣ה ׀ אִ֣ישׁ זָקֵ֗ן בָּ֣א מִֽן־מַעֲשֵׂ֤הוּ מִן־הַשָּׂדֶה֙ בָּעֶ֔רֶב וְהָאִישׁ֙ מֵהַ֣ר אֶפְרַ֔יִם וְהוּא־גָ֖ר בַּגִּבְעָ֑ה וְאַנְשֵׁ֥י הַמָּק֖וֹם בְּנֵ֥י יְמִינִֽי,והנה איש זקן בא מן־מעשהו מן־השדה בערב והאיש מהר אפרים והוא־גר בגבעה ואנשי המקום בני ימיני
Judges,19,17,וַיִּשָּׂ֣א עֵינָ֗יו וַיַּ֛רְא אֶת־הָאִ֥ישׁ הָאֹרֵ֖חַ בִּרְחֹ֣ב הָעִ֑יר וַיֹּ֨אמֶר הָאִ֧ישׁ הַזָּקֵ֛ן אָ֥נָה תֵלֵ֖ךְ וּמֵאַ֥יִן תָּבֽוֹא,וישא עיניו וירא את־האיש הארח ברחב העיר ויאמר האיש הזקן אנה תלך ומאין תבוא
Judges,19,18,וַיֹּ֣אמֶר אֵלָ֗יו עֹבְרִ֨ים אֲנַ֜חְנוּ מִבֵּֽית־לֶ֣חֶם יְהוּדָה֮ עַד־יַרְכְּתֵ֣י הַר־אֶפְרַיִם֒ מִשָּׁ֣ם אָנֹ֔כִי וָאֵלֵ֕ךְ עַד־בֵּ֥ית לֶ֖חֶם יְהוּדָ֑ה וְאֶת־בֵּ֤ית יְהוָה֙ אֲנִ֣י הֹלֵ֔ךְ וְאֵ֣ין אִ֔ישׁ מְאַסֵּ֥ף אוֹתִ֖י הַבָּֽיְתָה,ויאמר אליו עברים אנחנו מבית־לחם יהודה עד־ירכתי הר־אפרים משם אנכי ואלך עד־בית לחם יהודה ואת־בית יהוה אני הלך ואין איש מאסף אותי הביתה
Judges,19,19,וְגַם־תֶּ֤בֶן גַּם־מִסְפּוֹא֙ יֵ֣שׁ לַחֲמוֹרֵ֔ינוּ וְ֠גַם לֶ֣חֶם וָיַ֤יִן יֶשׁ־לִי֙ וְלַֽאֲמָתֶ֔ךָ וְלַנַּ֖עַר עִם־עֲבָדֶ֑יךָ אֵ֥ין מַחְס֖וֹר כָּל־דָּבָֽר,וגם־תבן גם־מספוא יש לחמורינו וגם לחם ויין יש־לי ולאמתך ולנער עם־עבדיך אין מחסור כל־דבר
Judges,19,20,וַיֹּ֨אמֶר הָאִ֤ישׁ הַזָּקֵן֙ שָׁל֣וֹם לָ֔ךְ רַ֥ק כָּל־מַחְסוֹרְךָ֖ עָלָ֑י רַ֥ק בָּרְח֖וֹב אַל־תָּלַֽן,ויאמר האיש הזקן שלום לך רק כל־מחסורך עלי רק ברחוב אל־תלן
Judges,19,21,וַיְבִיאֵ֣הוּ לְבֵית֔וֹ וַיָּ֖בָול לַחֲמוֹרִ֑ים וַֽיִּרְחֲצוּ֙ רַגְלֵיהֶ֔ם וַיֹּאכְל֖וּ וַיִּשְׁתּֽוּ,ויביאהו לביתו ויבול לחמורים וירחצו רגליהם ויאכלו וישתו
Judges,19,22,הֵמָּה֮ מֵיטִיבִ֣ים אֶת־לִבָּם֒ וְהִנֵּה֩ אַנְשֵׁ֨י הָעִ֜יר אַנְשֵׁ֣י בְנֵֽי־בְלִיַּ֗עַל נָסַ֙בּוּ֙ אֶת־הַבַּ֔יִת מִֽתְדַּפְּקִ֖ים עַל־הַדָּ֑לֶת וַיֹּאמְר֗וּ אֶל־הָ֠אִישׁ בַּ֣עַל הַבַּ֤יִת הַזָּקֵן֙ לֵאמֹ֔ר הוֹצֵ֗א אֶת־הָאִ֛ישׁ אֲשֶׁר־בָּ֥א אֶל־בֵּיתְךָ֖ וְנֵדָעֶֽנּוּ,המה מיטיבים את־לבם והנה אנשי העיר אנשי בני־בליעל נסבו את־הבית מתדפקים על־הדלת ויאמרו אל־האיש בעל הבית הזקן לאמר הוצא את־האיש אשר־בא אל־ביתך ונדענו
Judges,19,23,וַיֵּצֵ֣א אֲלֵיהֶ֗ם הָאִישׁ֙ בַּ֣עַל הַבַּ֔יִת וַיֹּ֣אמֶר אֲלֵהֶ֔ם אַל־אַחַ֖י אַל־תָּרֵ֣עוּ נָ֑א אַ֠חֲרֵי אֲשֶׁר־בָּ֞א הָאִ֤ישׁ הַזֶּה֙ אַל־בֵּיתִ֔י אַֽל־תַּעֲשׂ֖וּ אֶת־הַנְּבָלָ֥ה הַזֹּֽאת,ויצא אליהם האיש בעל הבית ויאמר אלהם אל־אחי אל־תרעו נא אחרי אשר־בא האיש הזה אל־ביתי אל־תעשו את־הנבלה הזאת
Judges,19,24,הִנֵּה֩ בִתִּ֨י הַבְּתוּלָ֜ה וּפִֽילַגְשֵׁ֗הוּ אוֹצִֽיאָה־נָּ֤א אוֹתָם֙ וְעַנּ֣וּ אוֹתָ֔ם וַעֲשׂ֣וּ לָהֶ֔ם הַטּ֖וֹב בְּעֵינֵיכֶ֑ם וְלָאִ֤ישׁ הַזֶּה֙ לֹ֣א תַעֲשׂ֔וּ דְּבַ֖ר הַנְּבָלָ֥ה הַזֹּֽאת,הנה בתי הבתולה ופילגשהו אוציאה־נא אותם וענו אותם ועשו להם הטוב בעיניכם ולאיש הזה לא תעשו דבר הנבלה הזאת
Judges,19,25,וְלֹֽא־אָב֤וּ הָאֲנָשִׁים֙ לִשְׁמֹ֣עַֽ ל֔וֹ וַיַּחֲזֵ֤ק הָאִישׁ֙ בְּפִ֣ילַגְשׁ֔וֹ וַיֹּצֵ֥א אֲלֵיהֶ֖ם הַח֑וּץ וַיֵּדְע֣וּ א֠וֹתָהּ וַיִּֽתְעַלְּלוּ־בָ֤הּ כָּל־הַלַּ֙יְלָה֙ עַד־הַבֹּ֔קֶר וַֽיְשַׁלְּח֖וּהָ (בעלות) כַּעֲל֥וֹת הַשָּֽׁחַר,ולא־אבו האנשים לשמע לו ויחזק האיש בפילגשו ויצא אליהם החוץ וידעו אותה ויתעללו־בה כל־הלילה עד־הבקר וישלחוה (בעלות) כעלות השחר
Judges,19,26,וַתָּבֹ֥א הָאִשָּׁ֖ה לִפְנ֣וֹת הַבֹּ֑קֶר וַתִּפֹּ֞ל פֶּ֧תַח בֵּית־הָאִ֛ישׁ אֲשֶׁר־אֲדוֹנֶ֥יהָ שָּׁ֖ם עַד־הָאֽוֹר,ותבא האשה לפנות הבקר ותפל פתח בית־האיש אשר־אדוניה שם עד־האור
Judges,19,27,וַיָּ֨קָם אֲדֹנֶ֜יהָ בַּבֹּ֗קֶר וַיִּפְתַּח֙ דַּלְת֣וֹת הַבַּ֔יִת וַיֵּצֵ֖א לָלֶ֣כֶת לְדַרְכּ֑וֹ וְהִנֵּ֧ה הָאִשָּׁ֣ה פִֽילַגְשׁ֗וֹ נֹפֶ֙לֶת֙ פֶּ֣תַח הַבַּ֔יִת וְיָדֶ֖יהָ עַל־הַסַּֽף,ויקם אדניה בבקר ויפתח דלתות הבית ויצא ללכת לדרכו והנה האשה פילגשו נפלת פתח הבית וידיה על־הסף
Judges,19,28,וַיֹּ֧אמֶר אֵלֶ֛יהָ ק֥וּמִי וְנֵלֵ֖כָה וְאֵ֣ין עֹנֶ֑ה וַיִּקָּחֶ֙הָ֙ עַֽל־הַחֲמ֔וֹר וַיָּ֣קָם הָאִ֔ישׁ וַיֵּ֖לֶךְ לִמְקֹמֽוֹ,ויאמר אליה קומי ונלכה ואין ענה ויקחה על־החמור ויקם האיש וילך למקמו
Judges,19,29,וַיָּבֹ֣א אֶל־בֵּית֗וֹ וַיִּקַּ֤ח אֶת־הַֽמַּאֲכֶ֙לֶת֙ וַיַּחֲזֵ֣ק בְּפִֽילַגְשׁ֔וֹ וַֽיְנַתְּחֶ֙הָ֙ לַעֲצָמֶ֔יהָ לִשְׁנֵ֥ים עָשָׂ֖ר נְתָחִ֑ים וַֽיְשַׁלְּחֶ֔הָ בְּכֹ֖ל גְּב֥וּל יִשְׂרָאֵֽל,ויבא אל־ביתו ויקח את־המאכלת ויחזק בפילגשו וינתחה לעצמיה לשנים עשר נתחים וישלחה בכל גבול ישראל
Judges,19,30,וְהָיָ֣ה כָל־הָרֹאֶ֗ה וְאָמַר֙ לֹֽא־נִהְיְתָ֤ה וְלֹֽא־נִרְאֲתָה֙ כָּזֹ֔את לְמִיּ֞וֹם עֲל֤וֹת בְּנֵֽי־יִשְׂרָאֵל֙ מֵאֶ֣רֶץ מִצְרַ֔יִם עַ֖ד הַיּ֣וֹם הַזֶּ֑ה שִֽׂימוּ־לָכֶ֥ם עָלֶ֖יהָ עֻ֥צוּ וְדַבֵּֽרוּ,והיה כל־הראה ואמר לא־נהיתה ולא־נראתה כזאת למיום עלות בני־ישראל מארץ מצרים עד היום הזה שימו־לכם עליה עצו ודברו
Judges,20,1,וַיֵּצְאוּ֮ כָּל־בְּנֵ֣י יִשְׂרָאֵל֒ וַתִּקָּהֵ֨ל הָעֵדָ֜ה כְּאִ֣ישׁ אֶחָ֗ד לְמִדָּן֙ וְעַד־בְּאֵ֣ר שֶׁ֔בַע וְאֶ֖רֶץ הַגִּלְעָ֑ד אֶל־יְהוָ֖ה הַמִּצְפָּֽה,ויצאו כל־בני ישראל ותקהל העדה כאיש אחד למדן ועד־באר שבע וארץ הגלעד אל־יהוה המצפה
Judges,20,2,וַיִּֽתְיַצְּב֞וּ פִּנּ֣וֹת כָּל־הָעָ֗ם כֹּ֚ל שִׁבְטֵ֣י יִשְׂרָאֵ֔ל בִּקְהַ֖ל עַ֣ם הָאֱלֹהִ֑ים אַרְבַּ֨ע מֵא֥וֹת אֶ֛לֶף אִ֥ישׁ רַגְלִ֖י שֹׁ֥לֵֽף חָֽרֶב,ויתיצבו פנות כל־העם כל שבטי ישראל בקהל עם האלהים ארבע מאות אלף איש רגלי שלף חרב
Judges,20,3,וַֽיִּשְׁמְעוּ֙ בְּנֵ֣י בִנְיָמִ֔ן כִּֽי־עָל֥וּ בְנֵֽי־יִשְׂרָאֵ֖ל הַמִּצְפָּ֑ה וַיֹּֽאמְרוּ֙ בְּנֵ֣י יִשְׂרָאֵ֔ל דַּבְּר֕וּ אֵיכָ֥ה נִהְיְתָ֖ה הָרָעָ֥ה הַזֹּֽאת,וישמעו בני בנימן כי־עלו בני־ישראל המצפה ויאמרו בני ישראל דברו איכה נהיתה הרעה הזאת
Judges,20,4,וַיַּ֜עַן הָאִ֣ישׁ הַלֵּוִ֗י אִ֛ישׁ הָאִשָּׁ֥ה הַנִּרְצָחָ֖ה וַיֹּאמַ֑ר הַגִּבְעָ֙תָה֙ אֲשֶׁ֣ר לְבִנְיָמִ֔ן בָּ֛אתִי אֲנִ֥י וּפִֽילַגְשִׁ֖י לָלֽוּן,ויען האיש הלוי איש האשה הנרצחה ויאמר הגבעתה אשר לבנימן באתי אני ופילגשי ללון
Judges,20,5,וַיָּקֻ֤מוּ עָלַי֙ בַּעֲלֵ֣י הַגִּבְעָ֔ה וַיָּסֹ֧בּוּ עָלַ֛י אֶת־הַבַּ֖יִת לָ֑יְלָה אוֹתִי֙ דִּמּ֣וּ לַהֲרֹ֔ג וְאֶת־פִּילַגְשִׁ֥י עִנּ֖וּ וַתָּמֹֽת,ויקמו עלי בעלי הגבעה ויסבו עלי את־הבית לילה אותי דמו להרג ואת־פילגשי ענו ותמת
Judges,20,6,וָֽאֹחֵ֤ז בְּפִֽילַגְשִׁי֙ וָֽאֲנַתְּחֶ֔הָ וֽ͏ָאֲשַׁלְּחֶ֔הָ בְּכָל־שְׂדֵ֖ה נַחֲלַ֣ת יִשְׂרָאֵ֑ל כִּ֥י עָשׂ֛וּ זִמָּ֥ה וּנְבָלָ֖ה בְּיִשְׂרָאֵֽל,ואחז בפילגשי ואנתחה ו͏אשלחה בכל־שדה נחלת ישראל כי עשו זמה ונבלה בישראל
Judges,20,7,הִנֵּ֥ה כֻלְּכֶ֖ם בְּנֵ֣י יִשְׂרָאֵ֑ל הָב֥וּ לָכֶ֛ם דָּבָ֥ר וְעֵצָ֖ה הֲלֹֽם,הנה כלכם בני ישראל הבו לכם דבר ועצה הלם
Judges,20,8,וַיָּ֙קָם֙ כָּל־הָעָ֔ם כְּאִ֥ישׁ אֶחָ֖ד לֵאמֹ֑ר לֹ֤א נֵלֵךְ֙ אִ֣ישׁ לְאָהֳל֔וֹ וְלֹ֥א נָס֖וּר אִ֥ישׁ לְבֵיתֽוֹ,ויקם כל־העם כאיש אחד לאמר לא נלך איש לאהלו ולא נסור איש לביתו
Judges,20,9,וְעַתָּ֕ה זֶ֣ה הַדָּבָ֔ר אֲשֶׁ֥ר נַעֲשֶׂ֖ה לַגִּבְעָ֑ה עָלֶ֖יהָ בְּגוֹרָֽל,ועתה זה הדבר אשר נעשה לגבעה עליה בגורל
