Tractate,Daf,Amud,Section,Book,Chapter,Verse,Hebrew Text - Vocalized,Hebrew Text
Chullin,140,a,10,Leviticus,14,7,וְהִזָּ֗ה עַ֧ל הַמִּטַּהֵ֛ר מִן־הַצָּרַ֖עַת שֶׁ֣בַע פְּעָמִ֑ים וְטִ֣הֲר֔וֹ וְשִׁלַּ֛ח אֶת־הַצִּפֹּ֥ר הַֽחַיָּ֖ה עַל־פְּנֵ֥י הַשָּׂדֶֽה,והזה על המטהר מן־הצרעת שבע פעמים וטהרו ושלח את־הצפר החיה על־פני השדה
Chullin,140,a,12,Deuteronomy,7,26,וְלֹא־תָבִ֤יא תֽוֹעֵבָה֙ אֶל־בֵּיתֶ֔ךָ וְהָיִ֥יתָ חֵ֖רֶם כָּמֹ֑הוּ שַׁקֵּ֧ץ ׀ תְּשַׁקְּצֶ֛נּוּ וְתַעֵ֥ב ׀ תְּֽתַעֲבֶ֖נּוּ כִּי־חֵ֥רֶם הֽוּא,ולא־תביא תועבה אל־ביתך והיית חרם כמהו שקץ תשקצנו ותעב תתעבנו כי־חרם הוא
Chullin,140,a,13,Deuteronomy,13,6,וְהַנָּבִ֣יא הַה֡וּא א֣וֹ חֹלֵם֩ הַחֲל֨וֹם הַה֜וּא יוּמָ֗ת כִּ֣י דִבֶּר־סָ֠רָה עַל־יְהוָ֨ה אֱלֹֽהֵיכֶ֜ם הַמּוֹצִ֥יא אֶתְכֶ֣ם ׀ מֵאֶ֣רֶץ מִצְרַ֗יִם וְהַפֹּֽדְךָ֙ מִבֵּ֣ית עֲבָדִ֔ים לְהַדִּֽיחֲךָ֙ מִן־הַדֶּ֔רֶךְ אֲשֶׁ֧ר צִוְּךָ֛ יְהוָ֥ה אֱלֹהֶ֖יךָ לָלֶ֣כֶת בָּ֑הּ וּבִֽעַרְתָּ֥ הָרָ֖ע מִקִּרְבֶּֽךָ,והנביא ההוא או חלם החלום ההוא יומת כי דבר־סרה על־יהוה אלהיכם המוציא אתכם מארץ מצרים והפדך מבית עבדים להדיחך מן־הדרך אשר צוך יהוה אלהיך ללכת בה ובערת הרע מקרבך
Chullin,140,a,14,Deuteronomy,22,6,כִּ֣י יִקָּרֵ֣א קַן־צִפּ֣וֹר ׀ לְפָנֶ֡יךָ בַּדֶּ֜רֶךְ בְּכָל־עֵ֣ץ ׀ א֣וֹ עַל־הָאָ֗רֶץ אֶפְרֹחִים֙ א֣וֹ בֵיצִ֔ים וְהָאֵ֤ם רֹבֶ֙צֶת֙ עַל־הָֽאֶפְרֹחִ֔ים א֖וֹ עַל־הַבֵּיצִ֑ים לֹא־תִקַּ֥ח הָאֵ֖ם עַל־הַבָּנִֽים,כי יקרא קן־צפור לפניך בדרך בכל־עץ או על־הארץ אפרחים או ביצים והאם רבצת על־האפרחים או על־הביצים לא־תקח האם על־הבנים
Chullin,140,a,15,Deuteronomy,22,7,שַׁלֵּ֤חַ תְּשַׁלַּח֙ אֶת־הָאֵ֔ם וְאֶת־הַבָּנִ֖ים תִּֽקַּֽח־לָ֑ךְ לְמַ֙עַן֙ יִ֣יטַב לָ֔ךְ וְהַאֲרַכְתָּ֖ יָמִֽים,שלח תשלח את־האם ואת־הבנים תקח־לך למען ייטב לך והארכת ימים
Chullin,140,b,9,Jeremiah,17,11,קֹרֵ֤א דָגַר֙ וְלֹ֣א יָלָ֔ד עֹ֥שֶׂה עֹ֖שֶׁר וְלֹ֣א בְמִשְׁפָּ֑ט בַּחֲצִ֤י (ימו) יָמָיו֙ יַעַזְבֶ֔נּוּ וּבְאַחֲרִית֖וֹ יִהְיֶ֥ה נָבָֽל,קרא דגר ולא ילד עשה עשר ולא במשפט בחצי (ימו) ימיו יעזבנו ובאחריתו יהיה נבל
Chullin,140,b,9,Isaiah,34,15,שָׁ֣מָּה קִנְּנָ֤ה קִפּוֹז֙ וַתְּמַלֵּ֔ט וּבָקְעָ֖ה וְדָגְרָ֣ה בְצִלָּ֑הּ אַךְ־שָׁ֛ם נִקְבְּצ֥וּ דַיּ֖וֹת אִשָּׁ֥ה רְעוּתָֽהּ,שמה קננה קפוז ותמלט ובקעה ודגרה בצלה אך־שם נקבצו דיות אשה רעותה
Chullin,140,b,13,Deuteronomy,22,6,כִּ֣י יִקָּרֵ֣א קַן־צִפּ֣וֹר ׀ לְפָנֶ֡יךָ בַּדֶּ֜רֶךְ בְּכָל־עֵ֣ץ ׀ א֣וֹ עַל־הָאָ֗רֶץ אֶפְרֹחִים֙ א֣וֹ בֵיצִ֔ים וְהָאֵ֤ם רֹבֶ֙צֶת֙ עַל־הָֽאֶפְרֹחִ֔ים א֖וֹ עַל־הַבֵּיצִ֑ים לֹא־תִקַּ֥ח הָאֵ֖ם עַל־הַבָּנִֽים,כי יקרא קן־צפור לפניך בדרך בכל־עץ או על־הארץ אפרחים או ביצים והאם רבצת על־האפרחים או על־הביצים לא־תקח האם על־הבנים
Chullin,140,b,14,Deuteronomy,22,6,כִּ֣י יִקָּרֵ֣א קַן־צִפּ֣וֹר ׀ לְפָנֶ֡יךָ בַּדֶּ֜רֶךְ בְּכָל־עֵ֣ץ ׀ א֣וֹ עַל־הָאָ֗רֶץ אֶפְרֹחִים֙ א֣וֹ בֵיצִ֔ים וְהָאֵ֤ם רֹבֶ֙צֶת֙ עַל־הָֽאֶפְרֹחִ֔ים א֖וֹ עַל־הַבֵּיצִ֑ים לֹא־תִקַּ֥ח הָאֵ֖ם עַל־הַבָּנִֽים,כי יקרא קן־צפור לפניך בדרך בכל־עץ או על־הארץ אפרחים או ביצים והאם רבצת על־האפרחים או על־הביצים לא־תקח האם על־הבנים
Chullin,140,b,15,Deuteronomy,22,6,כִּ֣י יִקָּרֵ֣א קַן־צִפּ֣וֹר ׀ לְפָנֶ֡יךָ בַּדֶּ֜רֶךְ בְּכָל־עֵ֣ץ ׀ א֣וֹ עַל־הָאָ֗רֶץ אֶפְרֹחִים֙ א֣וֹ בֵיצִ֔ים וְהָאֵ֤ם רֹבֶ֙צֶת֙ עַל־הָֽאֶפְרֹחִ֔ים א֖וֹ עַל־הַבֵּיצִ֑ים לֹא־תִקַּ֥ח הָאֵ֖ם עַל־הַבָּנִֽים,כי יקרא קן־צפור לפניך בדרך בכל־עץ או על־הארץ אפרחים או ביצים והאם רבצת על־האפרחים או על־הביצים לא־תקח האם על־הבנים
Chullin,140,b,17,Deuteronomy,22,6,כִּ֣י יִקָּרֵ֣א קַן־צִפּ֣וֹר ׀ לְפָנֶ֡יךָ בַּדֶּ֜רֶךְ בְּכָל־עֵ֣ץ ׀ א֣וֹ עַל־הָאָ֗רֶץ אֶפְרֹחִים֙ א֣וֹ בֵיצִ֔ים וְהָאֵ֤ם רֹבֶ֙צֶת֙ עַל־הָֽאֶפְרֹחִ֔ים א֖וֹ עַל־הַבֵּיצִ֑ים לֹא־תִקַּ֥ח הָאֵ֖ם עַל־הַבָּנִֽים,כי יקרא קן־צפור לפניך בדרך בכל־עץ או על־הארץ אפרחים או ביצים והאם רבצת על־האפרחים או על־הביצים לא־תקח האם על־הבנים
Chullin,141,a,3,Deuteronomy,22,6,כִּ֣י יִקָּרֵ֣א קַן־צִפּ֣וֹר ׀ לְפָנֶ֡יךָ בַּדֶּ֜רֶךְ בְּכָל־עֵ֣ץ ׀ א֣וֹ עַל־הָאָ֗רֶץ אֶפְרֹחִים֙ א֣וֹ בֵיצִ֔ים וְהָאֵ֤ם רֹבֶ֙צֶת֙ עַל־הָֽאֶפְרֹחִ֔ים א֖וֹ עַל־הַבֵּיצִ֑ים לֹא־תִקַּ֥ח הָאֵ֖ם עַל־הַבָּנִֽים,כי יקרא קן־צפור לפניך בדרך בכל־עץ או על־הארץ אפרחים או ביצים והאם רבצת על־האפרחים או על־הביצים לא־תקח האם על־הבנים
Chullin,141,a,4,Deuteronomy,22,6,כִּ֣י יִקָּרֵ֣א קַן־צִפּ֣וֹר ׀ לְפָנֶ֡יךָ בַּדֶּ֜רֶךְ בְּכָל־עֵ֣ץ ׀ א֣וֹ עַל־הָאָ֗רֶץ אֶפְרֹחִים֙ א֣וֹ בֵיצִ֔ים וְהָאֵ֤ם רֹבֶ֙צֶת֙ עַל־הָֽאֶפְרֹחִ֔ים א֖וֹ עַל־הַבֵּיצִ֑ים לֹא־תִקַּ֥ח הָאֵ֖ם עַל־הַבָּנִֽים,כי יקרא קן־צפור לפניך בדרך בכל־עץ או על־הארץ אפרחים או ביצים והאם רבצת על־האפרחים או על־הביצים לא־תקח האם על־הבנים
Chullin,141,a,5,Deuteronomy,22,7,שַׁלֵּ֤חַ תְּשַׁלַּח֙ אֶת־הָאֵ֔ם וְאֶת־הַבָּנִ֖ים תִּֽקַּֽח־לָ֑ךְ לְמַ֙עַן֙ יִ֣יטַב לָ֔ךְ וְהַאֲרַכְתָּ֖ יָמִֽים,שלח תשלח את־האם ואת־הבנים תקח־לך למען ייטב לך והארכת ימים
Chullin,141,a,8,Deuteronomy,22,6,כִּ֣י יִקָּרֵ֣א קַן־צִפּ֣וֹר ׀ לְפָנֶ֡יךָ בַּדֶּ֜רֶךְ בְּכָל־עֵ֣ץ ׀ א֣וֹ עַל־הָאָ֗רֶץ אֶפְרֹחִים֙ א֣וֹ בֵיצִ֔ים וְהָאֵ֤ם רֹבֶ֙צֶת֙ עַל־הָֽאֶפְרֹחִ֔ים א֖וֹ עַל־הַבֵּיצִ֑ים לֹא־תִקַּ֥ח הָאֵ֖ם עַל־הַבָּנִֽים,כי יקרא קן־צפור לפניך בדרך בכל־עץ או על־הארץ אפרחים או ביצים והאם רבצת על־האפרחים או על־הביצים לא־תקח האם על־הבנים
Chullin,141,a,8,Deuteronomy,22,7,שַׁלֵּ֤חַ תְּשַׁלַּח֙ אֶת־הָאֵ֔ם וְאֶת־הַבָּנִ֖ים תִּֽקַּֽח־לָ֑ךְ לְמַ֙עַן֙ יִ֣יטַב לָ֔ךְ וְהַאֲרַכְתָּ֖ יָמִֽים,שלח תשלח את־האם ואת־הבנים תקח־לך למען ייטב לך והארכת ימים
Chullin,141,a,14,Numbers,5,23,וְ֠כָתַב אֶת־הָאָלֹ֥ת הָאֵ֛לֶּה הַכֹּהֵ֖ן בַּסֵּ֑פֶר וּמָחָ֖ה אֶל־מֵ֥י הַמָּרִֽים,וכתב את־האלת האלה הכהן בספר ומחה אל־מי המרים
Chullin,141,a,15,Leviticus,14,8,וְכִבֶּס֩ הַמִּטַּהֵ֨ר אֶת־בְּגָדָ֜יו וְגִלַּ֣ח אֶת־כָּל־שְׂעָר֗וֹ וְרָחַ֤ץ בַּמַּ֙יִם֙ וְטָהֵ֔ר וְאַחַ֖ר יָב֣וֹא אֶל־הַֽמַּחֲנֶ֑ה וְיָשַׁ֛ב מִח֥וּץ לְאָהֳל֖וֹ שִׁבְעַ֥ת יָמִֽים,וכבס המטהר את־בגדיו וגלח את־כל־שערו ורחץ במים וטהר ואחר יבוא אל־המחנה וישב מחוץ לאהלו שבעת ימים
Chullin,141,a,18,Deuteronomy,22,7,שַׁלֵּ֤חַ תְּשַׁלַּח֙ אֶת־הָאֵ֔ם וְאֶת־הַבָּנִ֖ים תִּֽקַּֽח־לָ֑ךְ לְמַ֙עַן֙ יִ֣יטַב לָ֔ךְ וְהַאֲרַכְתָּ֖ יָמִֽים,שלח תשלח את־האם ואת־הבנים תקח־לך למען ייטב לך והארכת ימים
Chullin,141,a,19,Leviticus,19,11,לֹ֖א תִּגְנֹ֑בוּ וְלֹא־תְכַחֲשׁ֥וּ וְלֹֽא־תְשַׁקְּר֖וּ אִ֥ישׁ בַּעֲמִיתֽוֹ,לא תגנבו ולא־תכחשו ולא־תשקרו איש בעמיתו
Chullin,141,a,19,Leviticus,19,13,לֹֽא־תַעֲשֹׁ֥ק אֶת־רֵֽעֲךָ֖ וְלֹ֣א תִגְזֹ֑ל לֹֽא־תָלִ֞ין פְּעֻלַּ֥ת שָׂכִ֛יר אִתְּךָ֖ עַד־בֹּֽקֶר,לא־תעשק את־רעך ולא תגזל לא־תלין פעלת שכיר אתך עד־בקר
Chullin,141,a,19,Leviticus,5,23,וְהָיָה֮ כִּֽי־יֶחֱטָ֣א וְאָשֵׁם֒ וְהֵשִׁ֨יב אֶת־הַגְּזֵלָ֜ה אֲשֶׁ֣ר גָּזָ֗ל א֤וֹ אֶת־הָעֹ֙שֶׁק֙ אֲשֶׁ֣ר עָשָׁ֔ק א֚וֹ אֶת־הַפִּקָּד֔וֹן אֲשֶׁ֥ר הָפְקַ֖ד אִתּ֑וֹ א֥וֹ אֶת־הָאֲבֵדָ֖ה אֲשֶׁ֥ר מָצָֽא,והיה כי־יחטא ואשם והשיב את־הגזלה אשר גזל או את־העשק אשר עשק או את־הפקדון אשר הפקד אתו או את־האבדה אשר מצא
Chullin,141,b,2,Deuteronomy,24,19,כִּ֣י תִקְצֹר֩ קְצִֽירְךָ֨ בְשָׂדֶ֜ךָ וְשֽׁ͏ָכַחְתָּ֧ עֹ֣מֶר בַּשָּׂדֶ֗ה לֹ֤א תָשׁוּב֙ לְקַחְתּ֔וֹ לַגֵּ֛ר לַיָּת֥וֹם וְלָאַלְמָנָ֖ה יִהְיֶ֑ה לְמַ֤עַן יְבָרֶכְךָ֙ יְהוָ֣ה אֱלֹהֶ֔יךָ בְּכֹ֖ל מַעֲשֵׂ֥ה יָדֶֽיךָ,כי תקצר קצירך בשדך וש͏כחת עמר בשדה לא תשוב לקחתו לגר ליתום ולאלמנה יהיה למען יברכך יהוה אלהיך בכל מעשה ידיך
Chullin,141,b,2,Leviticus,19,9,וּֽבְקֻצְרְכֶם֙ אֶת־קְצִ֣יר אַרְצְכֶ֔ם לֹ֧א תְכַלֶּ֛ה פְּאַ֥ת שָׂדְךָ֖ לִקְצֹ֑ר וְלֶ֥קֶט קְצִֽירְךָ֖ לֹ֥א תְלַקֵּֽט,ובקצרכם את־קציר ארצכם לא תכלה פאת שדך לקצר ולקט קצירך לא תלקט
Chullin,141,b,3,Leviticus,19,10,וְכַרְמְךָ֙ לֹ֣א תְעוֹלֵ֔ל וּפֶ֥רֶט כַּרְמְךָ֖ לֹ֣א תְלַקֵּ֑ט לֶֽעָנִ֤י וְלַגֵּר֙ תַּעֲזֹ֣ב אֹתָ֔ם אֲנִ֖י יְהוָ֥ה אֱלֹהֵיכֶֽם,וכרמך לא תעולל ופרט כרמך לא תלקט לעני ולגר תעזב אתם אני יהוה אלהיכם
Chullin,141,b,5,Exodus,12,10,וְלֹא־תוֹתִ֥ירוּ מִמֶּ֖נּוּ עַד־בֹּ֑קֶר וְהַנֹּתָ֥ר מִמֶּ֛נּוּ עַד־בֹּ֖קֶר בָּאֵ֥שׁ תִּשְׂרֹֽפוּ,ולא־תותירו ממנו עד־בקר והנתר ממנו עד־בקר באש תשרפו
Chullin,141,b,9,Isaiah,32,20,אַשְׁרֵיכֶ֕ם זֹרְעֵ֖י עַל־כָּל־מָ֑יִם מְשַׁלְּחֵ֥י רֶֽגֶל־הַשּׁ֖וֹר וְהַחֲמֽוֹר,אשריכם זרעי על־כל־מים משלחי רגל־השור והחמור
Chullin,141,b,10,Deuteronomy,22,6,כִּ֣י יִקָּרֵ֣א קַן־צִפּ֣וֹר ׀ לְפָנֶ֡יךָ בַּדֶּ֜רֶךְ בְּכָל־עֵ֣ץ ׀ א֣וֹ עַל־הָאָ֗רֶץ אֶפְרֹחִים֙ א֣וֹ בֵיצִ֔ים וְהָאֵ֤ם רֹבֶ֙צֶת֙ עַל־הָֽאֶפְרֹחִ֔ים א֖וֹ עַל־הַבֵּיצִ֑ים לֹא־תִקַּ֥ח הָאֵ֖ם עַל־הַבָּנִֽים,כי יקרא קן־צפור לפניך בדרך בכל־עץ או על־הארץ אפרחים או ביצים והאם רבצת על־האפרחים או על־הביצים לא־תקח האם על־הבנים
Chullin,141,b,12,Deuteronomy,22,6,כִּ֣י יִקָּרֵ֣א קַן־צִפּ֣וֹר ׀ לְפָנֶ֡יךָ בַּדֶּ֜רֶךְ בְּכָל־עֵ֣ץ ׀ א֣וֹ עַל־הָאָ֗רֶץ אֶפְרֹחִים֙ א֣וֹ בֵיצִ֔ים וְהָאֵ֤ם רֹבֶ֙צֶת֙ עַל־הָֽאֶפְרֹחִ֔ים א֖וֹ עַל־הַבֵּיצִ֑ים לֹא־תִקַּ֥ח הָאֵ֖ם עַל־הַבָּנִֽים,כי יקרא קן־צפור לפניך בדרך בכל־עץ או על־הארץ אפרחים או ביצים והאם רבצת על־האפרחים או על־הביצים לא־תקח האם על־הבנים
Chullin,141,b,15,Deuteronomy,22,6,כִּ֣י יִקָּרֵ֣א קַן־צִפּ֣וֹר ׀ לְפָנֶ֡יךָ בַּדֶּ֜רֶךְ בְּכָל־עֵ֣ץ ׀ א֣וֹ עַל־הָאָ֗רֶץ אֶפְרֹחִים֙ א֣וֹ בֵיצִ֔ים וְהָאֵ֤ם רֹבֶ֙צֶת֙ עַל־הָֽאֶפְרֹחִ֔ים א֖וֹ עַל־הַבֵּיצִ֑ים לֹא־תִקַּ֥ח הָאֵ֖ם עַל־הַבָּנִֽים,כי יקרא קן־צפור לפניך בדרך בכל־עץ או על־הארץ אפרחים או ביצים והאם רבצת על־האפרחים או על־הביצים לא־תקח האם על־הבנים
Chullin,141,b,18,Deuteronomy,22,7,שַׁלֵּ֤חַ תְּשַׁלַּח֙ אֶת־הָאֵ֔ם וְאֶת־הַבָּנִ֖ים תִּֽקַּֽח־לָ֑ךְ לְמַ֙עַן֙ יִ֣יטַב לָ֔ךְ וְהַאֲרַכְתָּ֖ יָמִֽים,שלח תשלח את־האם ואת־הבנים תקח־לך למען ייטב לך והארכת ימים
Chullin,142,a,2,Deuteronomy,22,7,שַׁלֵּ֤חַ תְּשַׁלַּח֙ אֶת־הָאֵ֔ם וְאֶת־הַבָּנִ֖ים תִּֽקַּֽח־לָ֑ךְ לְמַ֙עַן֙ יִ֣יטַב לָ֔ךְ וְהַאֲרַכְתָּ֖ יָמִֽים,שלח תשלח את־האם ואת־הבנים תקח־לך למען ייטב לך והארכת ימים
Chullin,142,a,3,Deuteronomy,5,16,כַּבֵּ֤ד אֶת־אָבִ֙יךָ֙ וְאֶת־אִמֶּ֔ךָ כַּאֲשֶׁ֥ר צִוְּךָ֖ יְהוָ֣ה אֱלֹהֶ֑יךָ לְמַ֣עַן ׀ יַאֲרִיכֻ֣ן יָמֶ֗יךָ וּלְמַ֙עַן֙ יִ֣יטַב לָ֔ךְ עַ֚ל הָֽאֲדָמָ֔ה אֲשֶׁר־יְהוָ֥ה אֱלֹהֶ֖יךָ נֹתֵ֥ן לָֽךְ,כבד את־אביך ואת־אמך כאשר צוך יהוה אלהיך למען יאריכן ימיך ולמען ייטב לך על האדמה אשר־יהוה אלהיך נתן לך
Chullin,142,a,3,Deuteronomy,22,7,שַׁלֵּ֤חַ תְּשַׁלַּח֙ אֶת־הָאֵ֔ם וְאֶת־הַבָּנִ֖ים תִּֽקַּֽח־לָ֑ךְ לְמַ֙עַן֙ יִ֣יטַב לָ֔ךְ וְהַאֲרַכְתָּ֖ יָמִֽים,שלח תשלח את־האם ואת־הבנים תקח־לך למען ייטב לך והארכת ימים
Chullin,142,a,3,Deuteronomy,5,15,וְזָכַרְתָּ֗֞ כִּ֣י־עֶ֤֥בֶד הָיִ֣֙יתָ֙ ׀ בְּאֶ֣רֶץ מִצְרַ֔֗יִם וַיֹּצִ֨אֲךָ֜֩ יְהוָ֤֨ה אֱלֹהֶ֤֙יךָ֙ מִשָּׁ֔ם֙ בְּיָ֥֤ד חֲזָקָ֖ה֙ וּבִזְרֹ֣עַ נְטוּיָ֑֔ה עַל־כֵּ֗ן צִוְּךָ֙ יְהוָ֣ה אֱלֹהֶ֔יךָ לַעֲשׂ֖וֹת אֶת־י֥וֹם הַשַׁבָּֽת,וזכרת כי־עבד היית בארץ מצרים ויצאך יהוה אלהיך משם ביד חזקה ובזרע נטויה על־כן צוך יהוה אלהיך לעשות את־יום השבת
Chullin,142,a,6,Ezekiel,14,5,לְמַ֛עַן תְּפֹ֥שׂ אֶת־בֵּֽית־יִשְׂרָאֵ֖ל בְּלִבָּ֑ם אֲשֶׁ֤ר נָזֹ֙רוּ֙ מֵֽעָלַ֔י בְּגִלּֽוּלֵיהֶ֖ם כֻּלָּֽם,למען תפש את־בית־ישראל בלבם אשר נזרו מעלי בגלוליהם כלם
Chullin,142,a,8,I Samuel,16,2,וַיֹּ֤אמֶר שְׁמוּאֵל֙ אֵ֣יךְ אֵלֵ֔ךְ וְשָׁמַ֥ע שָׁא֖וּל וַהֲרָגָ֑נִי וַיֹּ֣אמֶר יְהוָ֗ה עֶגְלַ֤ת בָּקָר֙ תִּקַּ֣ח בְּיָדֶ֔ךָ וְאָ֣מַרְתָּ֔ לִזְבֹּ֥חַ לַֽיהוָ֖ה בָּֽאתִי,ויאמר שמואל איך אלך ושמע שאול והרגני ויאמר יהוה עגלת בקר תקח בידך ואמרת לזבח ליהוה באתי
Chullin,142,a,9,Deuteronomy,5,16,כַּבֵּ֤ד אֶת־אָבִ֙יךָ֙ וְאֶת־אִמֶּ֔ךָ כַּאֲשֶׁ֥ר צִוְּךָ֖ יְהוָ֣ה אֱלֹהֶ֑יךָ לְמַ֣עַן ׀ יַאֲרִיכֻ֣ן יָמֶ֗יךָ וּלְמַ֙עַן֙ יִ֣יטַב לָ֔ךְ עַ֚ל הָֽאֲדָמָ֔ה אֲשֶׁר־יְהוָ֥ה אֱלֹהֶ֖יךָ נֹתֵ֥ן לָֽךְ,כבד את־אביך ואת־אמך כאשר צוך יהוה אלהיך למען יאריכן ימיך ולמען ייטב לך על האדמה אשר־יהוה אלהיך נתן לך
Eruvin,2,a,8,Leviticus,3,2,וְסָמַ֤ךְ יָדוֹ֙ עַל־רֹ֣אשׁ קָרְבָּנ֔וֹ וּשְׁחָט֕וֹ פֶּ֖תַח אֹ֣הֶל מוֹעֵ֑ד וְזָרְק֡וּ בְּנֵי֩ אַהֲרֹ֨ן הַכֹּהֲנִ֧ים אֶת־הַדָּ֛ם עַל־הַמִּזְבֵּ֖חַ סָבִֽיב,וסמך ידו על־ראש קרבנו ושחטו פתח אהל מועד וזרקו בני אהרן הכהנים את־הדם על־המזבח סביב
Eruvin,2,a,10,Ezekiel,40,48,וַיְבִאֵנִי֮ אֶל־אֻלָ֣ם הַבַּיִת֒ וַיָּ֙מָד֙ אֵ֣ל אֻלָ֔ם חָמֵ֤שׁ אַמּוֹת֙ מִפֹּ֔ה וְחָמֵ֥שׁ אַמּ֖וֹת מִפֹּ֑ה וְרֹ֣חַב הַשַּׁ֔עַר שָׁלֹ֤שׁ אַמּוֹת֙ מִפּ֔וֹ וְשָׁלֹ֥שׁ אַמּ֖וֹת מִפּֽוֹ,ויבאני אל־אלם הבית וימד אל אלם חמש אמות מפה וחמש אמות מפה ורחב השער שלש אמות מפו ושלש אמות מפו
Eruvin,2,a,13,Leviticus,3,2,וְסָמַ֤ךְ יָדוֹ֙ עַל־רֹ֣אשׁ קָרְבָּנ֔וֹ וּשְׁחָט֕וֹ פֶּ֖תַח אֹ֣הֶל מוֹעֵ֑ד וְזָרְק֡וּ בְּנֵי֩ אַהֲרֹ֨ן הַכֹּהֲנִ֧ים אֶת־הַדָּ֛ם עַל־הַמִּזְבֵּ֖חַ סָבִֽיב,וסמך ידו על־ראש קרבנו ושחטו פתח אהל מועד וזרקו בני אהרן הכהנים את־הדם על־המזבח סביב
Eruvin,2,a,14,Leviticus,26,11,וְנָתַתִּ֥י מִשְׁכָּנִ֖י בְּתוֹכְכֶ֑ם וְלֹֽא־תִגְעַ֥ל נַפְשִׁ֖י אֶתְכֶֽם,ונתתי משכני בתוככם ולא־תגעל נפשי אתכם
Eruvin,2,a,14,Numbers,10,21,וְנָסְעוּ֙ הַקְּהָתִ֔ים נֹשְׂאֵ֖י הַמִּקְדָּ֑שׁ וְהֵקִ֥ימוּ אֶת־הַמִּשְׁכָּ֖ן עַד־בֹּאָֽם,ונסעו הקהתים נשאי המקדש והקימו את־המשכן עד־באם
Eruvin,2,a,14,Leviticus,26,4,וְנָתַתִּ֥י גִשְׁמֵיכֶ֖ם בְּעִתָּ֑ם וְנָתְנָ֤ה הָאָ֙רֶץ֙ יְבוּלָ֔הּ וְעֵ֥ץ הַשָּׂדֶ֖ה יִתֵּ֥ן פִּרְיֽוֹ,ונתתי גשמיכם בעתם ונתנה הארץ יבולה ועץ השדה יתן פריו
Eruvin,2,b,1,Exodus,25,8,וְעָ֥שׂוּ לִ֖י מִקְדָּ֑שׁ וְשָׁכַנְתִּ֖י בְּתוֹכָֽם,ועשו לי מקדש ושכנתי בתוכם
Eruvin,2,b,2,Exodus,27,18,אֹ֣רֶךְ הֶֽחָצֵר֩ מֵאָ֨ה בָֽאַמָּ֜ה וְרֹ֣חַב ׀ חֲמִשִּׁ֣ים בַּחֲמִשִּׁ֗ים וְקֹמָ֛ה חָמֵ֥שׁ אַמּ֖וֹת שֵׁ֣שׁ מָשְׁזָ֑ר וְאַדְנֵיהֶ֖ם נְחֹֽשֶׁת,ארך החצר מאה באמה ורחב חמשים בחמשים וקמה חמש אמות שש משזר ואדניהם נחשת
Eruvin,2,b,2,Exodus,27,14,וַחֲמֵ֨שׁ עֶשְׂרֵ֥ה אַמָּ֛ה קְלָעִ֖ים לַכָּתֵ֑ף עַמֻּדֵיהֶ֣ם שְׁלֹשָׁ֔ה וְאַדְנֵיהֶ֖ם שְׁלֹשָֽׁה,וחמש עשרה אמה קלעים לכתף עמדיהם שלשה ואדניהם שלשה
Eruvin,2,b,2,Exodus,38,15,וְלַכָּתֵ֣ף הַשֵּׁנִ֗ית מִזֶּ֤ה וּמִזֶּה֙ לְשַׁ֣עַר הֶֽחָצֵ֔ר קְלָעִ֕ים חֲמֵ֥שׁ עֶשְׂרֵ֖ה אַמָּ֑ה עַמֻּדֵיהֶ֣ם שְׁלֹשָׁ֔ה וְאַדְנֵיהֶ֖ם שְׁלֹשָֽׁה,ולכתף השנית מזה ומזה לשער החצר קלעים חמש עשרה אמה עמדיהם שלשה ואדניהם שלשה
Eruvin,3,a,9,Leviticus,23,43,לְמַעַן֮ יֵדְע֣וּ דֹרֹֽתֵיכֶם֒ כִּ֣י בַסֻּכּ֗וֹת הוֹשַׁ֙בְתִּי֙ אֶת־בְּנֵ֣י יִשְׂרָאֵ֔ל בְּהוֹצִיאִ֥י אוֹתָ֖ם מֵאֶ֣רֶץ מִצְרָ֑יִם אֲנִ֖י יְהוָ֥ה אֱלֹהֵיכֶֽם,למען ידעו דרתיכם כי בסכות הושבתי את־בני ישראל בהוציאי אותם מארץ מצרים אני יהוה אלהיכם
Eruvin,3,b,17,Deuteronomy,22,9,לֹא־תִזְרַ֥ע כַּרְמְךָ֖ כִּלְאָ֑יִם פֶּן־תִּקְדַּ֗שׁ הַֽמְלֵאָ֤ה הַזֶּ֙רַע֙ אֲשֶׁ֣ר תִּזְרָ֔ע וּתְבוּאַ֖ת הַכָּֽרֶם,לא־תזרע כרמך כלאים פן־תקדש המלאה הזרע אשר תזרע ותבואת הכרם
Eruvin,4,a,9,Ezekiel,43,13,וְאֵ֨לֶּה מִדּ֤וֹת הַמִּזְבֵּ֙חַ֙ בָּֽאַמּ֔וֹת אַמָּ֥ה אַמָּ֖ה וָטֹ֑פַח וְחֵ֨יק הָאַמָּ֜ה וְאַמָּה־רֹ֗חַב וּגְבוּלָ֨הּ אֶל־שְׂפָתָ֤הּ סָבִיב֙ זֶ֣רֶת הָאֶחָ֔ד וְזֶ֖ה גַּ֥ב הַמִּזְבֵּֽחַ,ואלה מדות המזבח באמות אמה אמה וטפח וחיק האמה ואמה־רחב וגבולה אל־שפתה סביב זרת האחד וזה גב המזבח
